"Ver_Seg","Status","LDate","Litho","Rec_Price","NumCores","NumThreads","ProcBaseMem","MaxTurboFreq","TDP","MaxMemSize","MaxMemBW","GraphicBaseFreq","GraphicMaxDFreq","MaxNumPCIExpressLanes","T"
4,4,"Q3'17",14,86,4,4,2200,"2.2",16,256,NA,NA,NA,12,100
4,4,"Q3'17",14,75,4,4,2100,"2.1",15,256,NA,NA,NA,12,100
4,4,"Q3'17",14,86,4,4,1600,"1.6",11.5,256,NA,NA,NA,8,100
4,4,"Q1'17",14,27,2,2,1500,"2.2",9,128,NA,NA,NA,10,100
4,4,"Q3'17",14,32,2,2,1600,"2.1",9.5,128,NA,NA,NA,6,100
1,2,"Q1'12",32,47,2,4,1860,NA,10,4,6.4,640,NA,4,100
1,2,"Q3'11",32,NA,2,4,2130,NA,10,4,6.4,640,NA,4,100
2,4,"Q4'13",22,31,1,1,1460,NA,5,8,NA,400,NA,4,110
2,4,"Q4'13",22,34,2,2,1330,NA,6,8,NA,533,NA,4,110
2,4,"Q4'13",22,37,2,2,1460,NA,7,8,NA,533,NA,4,110
2,4,"Q4'13",22,41,2,2,1750,NA,8,8,NA,542,NA,4,110
2,4,"Q4'13",22,52,4,4,1910,NA,10,8,NA,542,NA,4,110
3,4,"Q4'11",32,47,2,4,1860,NA,6.5,4.88,NA,640,NA,NA,NA
4,3,"Q4'12",32,54,2,4,1600,NA,8.1,8,10.6,NA,NA,8,NA
4,3,"Q4'12",32,64,2,4,1600,NA,6.1,8,10.6,NA,NA,8,NA
4,3,"Q4'12",32,NA,2,4,2000,NA,8.5,8,10.6,NA,NA,8,NA
4,4,"Q2'13",32,80,2,4,1600,NA,11.7,8,NA,NA,NA,32,NA
4,4,"Q2'13",32,103,2,4,1600,NA,13.1,8,NA,NA,NA,40,NA
4,4,"Q2'13",32,120,2,4,2000,NA,14.1,8,NA,NA,NA,40,NA
3,1,"Q1'15",28,NA,2,2,1000,NA,NA,1,3.2,480,NA,NA,NA
3,4,"Q1'15",28,NA,4,4,NA,NA,NA,2,4.2,600,NA,NA,NA
3,4,"Q4'16",28,NA,4,4,NA,NA,NA,2,4.2,600,NA,NA,NA
3,4,"Q4'15",28,NA,4,4,NA,NA,NA,2,4.2,600,NA,NA,NA
3,1,"Q1'15",28,NA,4,4,1200,NA,NA,2,4.2,456,NA,NA,NA
2,4,"Q1'16",14,39,4,4,1040,NA,5,8,NA,320,NA,4,90
3,4,"Q2'15",14,21,4,4,1440,NA,NA,2,12.8,200,NA,1,90
3,4,"Q1'16",14,NA,4,4,1440,NA,NA,2,12.8,200,NA,1,90
3,4,"Q1'16",14,21,4,4,1440,NA,NA,2,12.8,200,500,1,90
3,4,"Q1'15",14,27,4,4,1440,NA,NA,8,25.6,200,NA,2,90
3,4,"Q1'16",14,27,4,4,1440,NA,NA,8,25.6,200,600,2,90
2,1,"Q4'16",14,NA,2,2,1300,NA,6.5,8,34.1,400,NA,6,110
2,1,"Q4'16",14,NA,4,4,1600,NA,9.5,8,34.1,400,NA,6,110
3,4,"Q1'15",14,37,4,4,1600,NA,NA,8,25.6,200,NA,2,90
2,1,"Q4'16",14,NA,4,4,1600,NA,12,8,38.4,500,NA,6,110
3,2,"Q3'12",32,NA,1,2,NA,NA,NA,2,6.4,400,NA,NA,90
3,2,"Q2'13",32,NA,2,4,1200,NA,NA,2,8.5,300,NA,NA,90
3,2,"Q2'13",32,NA,2,4,NA,NA,NA,2,8.5,400,NA,NA,90
3,2,"Q2'13",32,22,2,4,NA,NA,NA,2,8.5,400,NA,NA,90
3,2,"Q3'12",32,NA,2,4,1800,NA,NA,2.4,6.4,533,NA,NA,NA
3,4,"Q1'14",22,NA,2,2,NA,NA,NA,4,8.5,400,NA,NA,90
3,4,"Q1'14",22,NA,2,2,NA,NA,NA,4,8.5,457,NA,NA,90
3,4,"Q2'14",22,NA,4,4,NA,NA,NA,4,12.8,457,NA,NA,90
3,4,"Q3'14",22,NA,4,4,NA,NA,NA,4,12.8,457,NA,NA,90
3,4,"Q3'15",22,NA,4,4,NA,NA,NA,4,12.8,457,NA,NA,90
3,4,"Q1'14",22,21,4,4,1330,NA,NA,1,5.3,311,NA,NA,NA
3,4,"Q1'14",22,NA,4,4,1330,NA,NA,2,10.6,311,NA,NA,NA
3,4,"Q1'14",22,18,4,4,1330,NA,NA,2,10.6,311,NA,NA,NA
3,4,"Q1'14",22,17,4,4,1330,NA,NA,1,5.3,311,NA,NA,NA
3,4,"Q2'14",22,20,4,4,1330,NA,NA,2,10.6,313,NA,NA,NA
3,4,"Q2'14",22,20,4,4,1330,NA,NA,1,5.3,313,NA,NA,NA
3,2,"Q3'13",22,NA,4,4,1330,NA,NA,4,17.1,311,NA,NA,90
3,2,"Q3'13",22,NA,4,4,1330,NA,NA,2,10.6,313,NA,NA,90
3,4,"Q1'14",22,30,4,4,1330,NA,NA,4,17.1,311,NA,NA,90
3,2,"Q3'13",22,NA,4,4,1460,NA,NA,4,17.1,311,NA,NA,90
3,4,"Q1'14",22,35,4,4,1460,NA,NA,4,17.1,311,NA,NA,NA
3,2,"Q3'13",22,37,4,4,1500,NA,NA,2,10.6,313,NA,NA,90
3,4,"Q1'14",22,NA,4,4,1490,NA,NA,2,10.6,311,NA,NA,NA
3,4,"Q2'14",22,NA,4,4,1490,NA,NA,4,21.3,313,NA,NA,NA
3,4,"Q1'14",22,40,4,4,1590,NA,NA,4,17.1,311,NA,NA,NA
2,4,"Q3'10",45,22,1,2,600,NA,3.3,2,NA,320,NA,4,110
3,2,"Q2'08",45,NA,1,NA,800,NA,0.65,NA,NA,NA,NA,NA,90
3,2,"Q2'08",45,20,1,NA,1100,NA,2,NA,NA,NA,NA,NA,90
2,4,"Q3'10",45,29,1,2,1000,NA,3.6,2,NA,320,NA,4,90
3,2,"Q2'10",45,NA,1,2,1200,NA,1.3,1,1.6,200,NA,0,90
3,2,"Q2'08",45,20,1,NA,1100,NA,2.2,NA,NA,NA,NA,NA,90
2,4,"Q3'10",45,37,1,2,1000,NA,3.6,2,NA,320,NA,4,110
3,2,"Q2'08",45,27,1,NA,1100,NA,2.2,NA,NA,NA,NA,NA,90
2,3,"Q4'10",45,NA,1,2,1000,NA,7,2.93,NA,320,NA,2,NA
3,2,"Q2'09",45,NA,1,NA,1200,NA,1.4,NA,NA,NA,NA,NA,90
1,2,"Q2'08",45,29,1,NA,1600,NA,4,NA,NA,NA,NA,NA,85.2
3,2,"Q2'08",45,NA,1,NA,1330,NA,2,NA,NA,NA,NA,NA,90
2,4,"Q3'10",45,54,1,2,1300,NA,3.6,2,NA,400,NA,4,90
3,2,"Q2'10",45,NA,1,2,1600,NA,2.2,2,3.2,400,NA,0,90
3,2,"Q2'08",45,50,1,NA,1330,NA,2.2,NA,NA,NA,NA,NA,90
2,4,"Q3'10",45,64,1,2,1300,NA,3.6,2,NA,400,NA,4,110
3,2,"Q2'08",45,65,1,NA,1600,NA,2,NA,NA,NA,NA,NA,90
2,3,"Q4'10",45,NA,1,2,1300,NA,7,2.93,NA,400,NA,2,NA
3,2,"Q2'10",45,NA,1,2,1900,NA,2.2,2,3.2,400,NA,0,90
3,2,"Q1'10",45,64,1,2,1660,NA,5.5,2,NA,NA,NA,NA,100
3,2,"Q2'08",45,65,1,NA,1600,NA,2.2,NA,NA,NA,NA,NA,90
3,2,"Q2'11",45,NA,1,2,1200,NA,3,2.93,NA,400,NA,NA,90
3,2,"Q2'10",45,64,1,2,1660,NA,6.5,2,NA,200,NA,NA,100
1,2,"Q1'10",45,43,1,2,1660,NA,10,4,6.4,NA,NA,NA,100
1,2,"Q1'10",45,63,2,4,1660,NA,13,4,6.4,NA,NA,NA,100
3,2,"Q2'08",45,NA,1,NA,1860,NA,2.4,NA,NA,NA,NA,NA,90
3,2,"Q2'11",45,NA,1,2,1500,NA,3,2.93,NA,400,NA,NA,90
2,4,"Q3'10",45,74,1,2,1600,NA,4.5,2,NA,400,NA,4,90
3,2,"Q3'10",45,NA,2,4,1500,NA,8.5,2,NA,200,NA,NA,NA
3,2,"Q1'10",45,NA,1,2,1830,NA,6.5,2,NA,200,NA,NA,100
3,2,"Q2'09",45,NA,1,NA,2000,NA,2.4,NA,NA,NA,NA,NA,90
3,2,"Q2'08",45,32,1,NA,1600,NA,2.5,NA,NA,NA,NA,NA,90
1,2,"Q3'08",45,NA,2,NA,1600,NA,8,NA,NA,NA,NA,NA,85.2
3,4,"Q1'11",45,NA,2,4,1660,NA,8.5,2,NA,200,NA,NA,NA
2,4,"Q3'10",45,85,1,2,1600,NA,4.5,2,NA,400,NA,4,110
3,2,"Q2'10",45,NA,1,NA,2130,NA,2.5,NA,NA,NA,NA,NA,90
3,2,"Q2'10",45,NA,1,2,1830,NA,6.5,2,NA,200,NA,NA,100
1,2,"Q2'10",45,63,2,4,1800,NA,13,4,6.4,NA,NA,NA,100
1,2,"Q2'10",45,42,1,2,1800,NA,10,4,6.4,NA,NA,NA,100
3,2,"Q1'09",45,NA,1,NA,1660,NA,2.5,NA,NA,NA,NA,NA,90
2,4,"Q2'14",32,13.39,1,1,400,NA,2.2,2,1.6,NA,NA,2,110
2,4,"Q1'14",32,10.7,1,1,400,NA,2.2,2,1.6,NA,NA,2,110
2,4,"Q2'14",32,11.23,1,1,400,NA,2.2,2,1.6,NA,NA,2,110
2,4,"Q2'14",32,12.31,1,1,400,NA,2.2,2,1.6,NA,NA,2,110
2,4,"Q1'14",32,10.16,1,1,400,NA,2.2,2,1.6,NA,NA,2,110
2,4,"Q2'14",32,11.77,1,1,400,NA,2.2,2,1.6,NA,NA,2,110
2,4,"Q4'13",32,9.62,1,1,400,NA,2.2,2,1.6,NA,NA,2,110
4,4,"Q4'12",32,1350,4,8,1730,NA,130,NA,NA,NA,NA,NA,95
4,4,"Q2'17",32,4650,8,16,2660,NA,170,NA,NA,NA,NA,NA,95
4,4,"Q4'16",14,3368,72,NA,1500,"1.7",260,384,115.2,NA,NA,4,NA
4,3,"Q2'13",22,NA,57,NA,1100,NA,300,6,240,NA,NA,NA,NA
4,3,"Q3'11",32,NA,4,8,3600,"4",95,32,21,NA,NA,20,56.7
4,4,"Q3'17",14,192,4,8,1600,"2.2",35,128,NA,NA,NA,32,NA
4,3,"Q1'11",32,191.5,4,4,1600,NA,80,288,25.6,NA,NA,NA,NA
2,4,"Q2'12",NA,389,4,8,1000,NA,25,32,25.6,NA,NA,20,100
4,4,"Q2'13",22,198,4,4,3100,"3.5",80,32,25.6,NA,NA,16,NA
2,4,"Q2'15",14,393,4,8,1800,"3.2",47,32,25.6,700,1000,16,105
4,4,"Q4'15",14,198,4,4,3000,"3.5",80,64,34.1,NA,NA,16,NA
4,4,"Q1'17",14,198,4,4,3000,"3.5",72,64,37.5,NA,NA,16,NA
4,3,"Q1'12",32,2059,8,16,2900,"3.8",135,384,51.2,NA,NA,40,72
4,4,"Q3'13",22,2616,12,24,2700,"3.5",130,768,59.7,NA,NA,40,86
4,4,"Q3'13",22,2338,12,24,2400,"3.2",115,768,59.7,NA,NA,40,81
4,4,"Q2'16",14,295.5,4,8,3500,"3.8",140,1576.96,76.8,NA,NA,40,69
4,4,"Q2'16",14,406,4,8,3700,"4",140,1576.96,76.8,NA,NA,40,69
4,4,"Q2'16",14,619,6,12,3600,"4",140,1576.96,76.8,NA,NA,40,69
4,4,"Q2'16",14,1113,8,16,3200,"3.8",140,1576.96,76.8,NA,NA,40,70
4,4,"Q2'16",14,1723,8,16,3400,"4",140,1576.96,76.8,NA,NA,40,70
4,4,"Q1'16",14,213,6,6,1700,NA,85,1576.96,59.7,NA,NA,40,73
2,4,"Q1'16",14,363,8,16,1600,"1.7",50,1576.96,59.7,NA,NA,40,94
4,4,"Q1'16",14,308,8,8,1700,NA,85,1576.96,59.7,NA,NA,40,74
2,4,"Q1'16",14,779,10,20,2200,"3.2",75,1576.96,68.3,NA,NA,40,87
4,4,"Q1'16",14,419.5,8,16,2100,"3",85,1576.96,68.3,NA,NA,40,74
4,4,"Q1'16",14,444,4,8,2600,"3.2",85,1576.96,68.3,NA,NA,40,73
2,4,"Q1'16",14,1364,12,24,1900,"2.4",75,1576.96,68.3,NA,NA,40,87
4,4,"Q1'16",14,612,10,20,1800,"2.9",55,1576.96,68.3,NA,NA,40,62
4,4,"Q1'16",14,669,10,20,2200,"3.1",85,1576.96,68.3,NA,NA,40,74
4,4,"Q1'16",14,996,4,8,3500,"3.7",135,1576.96,76.8,NA,NA,40,75
4,4,"Q1'16",14,939,10,20,2400,"3.4",90,1576.96,68.3,NA,NA,40,76
4,4,"Q1'16",14,1552,6,12,3400,"3.7",135,1576.96,76.8,NA,NA,40,75
2,4,"Q1'16",14,1544,14,28,1800,"2.5",75,1576.96,76.8,NA,NA,40,87
4,4,"Q1'16",14,1329,14,28,1700,"2.5",65,1576.96,76.8,NA,NA,40,64
4,4,"Q1'16",14,1168.5,12,24,2200,"2.9",105,1576.96,76.8,NA,NA,40,80
4,4,"Q1'16",14,1445,14,28,2000,"3.2",105,NA,76.8,NA,NA,40,79
4,4,"Q1'16",14,2057,8,16,3200,"3.6",135,1576.96,76.8,NA,NA,40,78
2,4,"Q1'16",14,1832,14,28,2300,"2.8",105,1576.96,76.8,NA,NA,40,91
4,4,"Q1'16",14,1747,14,28,2400,"3.3",120,1576.96,76.8,NA,NA,40,86
4,4,"Q1'16",14,1846,16,32,2100,"3",120,1576.96,76.8,NA,NA,40,84
4,4,"Q1'16",14,2143,12,24,3000,"3.5",160,1576.96,76.8,NA,NA,40,76
4,4,"Q1'16",14,2092,14,28,2600,"3.5",135,1576.96,76.8,NA,NA,40,89
4,4,"Q1'16",14,2426,18,36,2100,"3.3",120,1576.96,76.8,NA,NA,40,84
4,4,"Q1'16",14,2891,16,32,2600,"3.6",145,1576.96,76.8,NA,NA,40,78
4,4,"Q1'16",14,2702,18,36,2300,"3.6",145,1576.96,76.8,NA,NA,40,79
4,4,"Q1'16",14,3226,20,40,2200,"3.6",135,1576.96,76.8,NA,NA,40,90
2,4,"04'16",14,4560,22,44,2200,"3.6",145,1576.96,76.8,NA,NA,40,NA
4,4,"Q1'16",14,4115,22,44,2200,"3.6",145,1576.96,76.8,NA,NA,40,79
4,4,"04'16",14,4938,22,44,2400,"3.6",145,1576.96,76.8,NA,NA,40,NA
4,4,"Q2'16",14,1219,10,20,1800,"1.8",105,1576.96,68,NA,NA,40,79
4,4,"Q2'16",14,1668,10,20,2100,"2.6",105,1576.96,68,NA,NA,40,79
4,4,"Q2'16",14,2225,10,10,2600,"3.2",135,1576.96,68,NA,NA,40,82
2,4,"Q2'16",14,2535,14,28,1800,"2.2",75,1576.96,68,NA,NA,40,87
4,4,"Q2'16",14,2837,12,24,2100,"2.6",105,1576.96,68,NA,NA,40,80
4,4,"Q2'16",14,3838,14,28,2200,"2.8",105,1576.96,68,NA,NA,40,80
4,4,"Q2'16",14,4616,8,16,2500,"3.2",135,1576.96,68,NA,NA,40,82
4,4,"Q2'16",14,4727,16,32,2200,"3",120,1576.96,68,NA,NA,40,83
4,4,"Q2'16",14,5729,18,36,2200,"3",135,1576.96,68,NA,NA,40,87
4,4,"Q2'16",14,7007,22,44,2200,"3",135,1576.96,68,NA,NA,40,90
4,4,"Q3'14",22,215,6,6,1600,NA,85,768,51,NA,NA,40,72.8
2,4,"Q3'14",22,441,6,12,2000,NA,52,768,59,NA,NA,40,88.84
4,4,"Q3'14",22,306,6,6,1900,NA,85,768,51,NA,NA,40,70.9
2,4,"Q3'14",22,779,8,16,2300,"3.4",75,768,59,NA,NA,40,87.025
4,4,"Q3'14",22,419.5,6,12,2400,"3.2",85,768,59,NA,NA,40,72.6
4,4,"Q3'14",22,444,4,8,3000,"3.5",105,768,59,NA,NA,40,80.2
2,4,"Q3'14",22,1364,10,20,2000,"2.5",75,768,59,NA,NA,40,87.025
4,4,"Q3'14",22,669,8,16,2400,"3.2",85,768,59,NA,NA,40,72.1
4,4,"Q3'14",22,612,8,16,1800,"2.9",55,768,59,NA,NA,40,60.4
4,4,"Q3'14",22,996,4,8,3500,"3.7",135,768,68,NA,NA,40,76.6
4,4,"Q3'14",22,941.5,8,16,2600,"3.4",90,768,59,NA,NA,40,74.3
4,4,"Q3'14",22,1552,6,12,3400,"3.7",135,768,68,NA,NA,40,77.3
4,4,"Q3'14",22,1168.5,10,20,2300,"3",105,768,68,NA,NA,40,78.9
2,4,"Q3'14",22,1544,12,24,1800,"2.5",75,768,68,NA,NA,40,87.025
4,4,"Q3'14",22,1329,12,24,1800,"2.5",65,768,68,NA,NA,40,63.6
2,4,"Q3'14",22,1832,12,24,2200,"2.9",105,768,68,NA,NA,40,86.95
2,4,"Q1'15",22,1832,12,24,2200,"2.9",105,768,68,NA,NA,40,91
4,4,"Q3'14",22,1447,10,20,2600,"3.3",105,768,68,NA,NA,40,79
4,4,"Q3'14",22,2057,8,16,3200,"3.6",135,768,68,NA,NA,40,77.8
4,4,"Q3'14",22,1591,12,24,2300,"3.1",120,768,68,NA,NA,40,84.5
4,4,"Q3'14",22,1747,12,24,2500,"3.3",120,768,68,NA,NA,40,84.5
4,4,"Q3'14",22,1846,14,28,2000,"3",120,768,68,NA,NA,40,82.5
4,4,"Q2'15",22,1219,10,20,1700,"1.7",105,768,68,NA,NA,40,77.6
4,4,"Q2'15",22,1668,10,20,2000,"2.6",105,768,68,NA,NA,40,77.7
4,4,"Q3'14",22,2143,10,20,3100,"3.5",160,768,68,NA,NA,40,74.7
4,4,"Q2'15",22,2225,10,10,2600,"3.2",135,768,68,NA,NA,40,86.4
4,4,"Q3'14",22,2092,12,24,2600,"3.5",135,768,68,NA,NA,40,89.9
4,4,"Q2'15",22,2859,12,24,1900,"2.6",105,768,68,NA,NA,40,77.6
4,4,"Q3'14",22,1723,8,16,3200,"3.8",140,768,68,NA,NA,40,66.26
4,4,"Q3'14",22,2426,14,28,2300,"3.3",120,768,68,NA,NA,40,82.6
2,4,"Q2'15",22,2405,12,24,1700,"2.2",105,768,68,NA,NA,40,87
4,4,"Q3'14",22,1080,8,16,3000,"3.5",140,768,68,NA,NA,40,65.9
4,4,"Q2'15",22,3838,12,24,2100,"2.8",105,768,68,NA,NA,40,77.6
4,4,"Q3'14",22,584.5,6,12,3500,"3.8",140,768,68,NA,NA,40,66.7
4,4,"Q3'14",22,2704,14,28,2600,"3.6",145,768,68,NA,NA,40,76.7
4,4,"Q2'15",22,4616,6,12,2900,"3.2",135,768,68,NA,NA,40,84.4
2,4,"Q1'15",22,256,4,8,1800,NA,45,384,51.2,NA,NA,24,92
4,4,"Q3'14",22,372,4,8,3700,"3.8",140,768,68,NA,NA,40,66.2
4,1,"Q3'14",22,NA,16,32,2300,"3.6",135,768,68,NA,NA,40,87.9
4,4,"Q2'15",22,4727,14,28,2100,"2.9",120,768,68,NA,NA,40,82.5
2,4,"Q1'15",22,472,6,12,2000,NA,50,384,51.2,NA,NA,24,93
4,4,"Q3'14",22,295.5,4,8,3500,"3.6",140,768,68,NA,NA,40,66.2
4,4,"Q2'15",22,5729,16,32,2000,"2.9",135,768,68,NA,NA,40,87.6
2,4,"Q1'15",22,811,8,16,1800,NA,55,384,51.2,NA,NA,24,93
4,4,"Q2'15",22,7007,18,36,2100,"2.9",135,768,68,NA,NA,40,87.6
2,4,"Q1'15",22,1555,10,20,1800,NA,70,384,51.2,NA,NA,24,83
2,4,"Q1'15",22,608,8,16,2000,NA,65,384,51.2,NA,NA,24,86
4,1,"Q3'14",22,NA,18,36,2300,"3.6",145,768,68,NA,NA,40,76.4
4,4,"Q3'13",22,2059,10,20,3000,"3.6",130,768,59.7,NA,NA,40,88
4,4,"Q3'13",22,1725,10,20,2800,"3.6",115,768,59.7,NA,NA,40,82
4,4,"Q3'13",22,2110,8,16,3400,"4",150,256,59.7,NA,NA,40,72
4,4,"Q3'13",22,1554,10,20,2500,"3.3",115,768,59.7,NA,NA,40,82
4,4,"Q3'13",22,2057,8,16,3300,"4",130,768,59.7,NA,NA,40,74
4,4,"Q3'13",22,1391,10,20,2200,"3",95,768,59.7,NA,NA,40,75
4,4,"Q3'13",22,1219,10,20,1700,"2.1",70,768,51.2,NA,NA,40,65
2,4,"Q3'13",22,1750,10,20,2400,"3",95,768,59.7,NA,NA,40,87
4,4,"Q3'13",22,1168.5,8,16,2600,"3.4",95,768,59.7,NA,NA,40,75
4,4,"Q1'14",22,1440,10,20,2400,"3.2",95,384,38.4,NA,NA,24,80
2,4,"Q3'13",22,1479,10,20,1900,"2.5",70,768,59.7,NA,NA,40,92
4,4,"Q1'14",22,1219,10,20,1700,"2.1",60,384,38.4,NA,NA,24,68
4,4,"Q3'13",22,1552,6,12,3500,"3.8",130,768,59.7,NA,NA,40,74
4,4,"Q1'14",22,1107,8,16,2500,"3.3",95,384,38.4,NA,NA,24,80
4,4,"Q1'14",22,4394,12,24,2400,"2.9",115,768,59.7,NA,NA,40,81
2,4,"Q1'14",22,1424,10,20,1800,"2.4",70,384,38.4,NA,NA,24,90.9
4,4,"Q3'13",22,887,8,16,2000,"2.5",95,768,51.2,NA,NA,40,75
4,4,"Q3'13",22,996,4,8,3500,"3.8",130,768,59.7,NA,NA,40,76
4,4,"Q1'14",22,3616,10,20,2400,"2.9",95,768,59.7,NA,NA,40,75
4,4,"Q1'14",22,832,8,16,1900,"2.4",95,384,38.4,NA,NA,24,80
4,4,"Q3'13",22,612,6,12,2400,"2.8",60,768,51.2,NA,NA,40,63
4,4,"Q1'14",22,612,6,12,2400,"2.8",60,384,38.4,NA,NA,24,69
4,4,"Q1'14",22,2725,10,20,2200,"2.7",95,768,59.7,NA,NA,40,75
4,4,"Q3'13",22,614,6,12,2600,"3.1",80,768,51.2,NA,NA,40,71
4,4,"Q1'14",22,551,6,12,2500,"3",80,384,38.4,NA,NA,24,76
4,4,"Q1'14",22,2108,8,8,3300,"3.6",130,768,59.7,NA,NA,40,88
2,4,"Q1'14",22,2405,10,20,1900,"2.5",70,768,59.7,NA,NA,40,92
2,4,"Q3'13",22,1216,8,16,1900,"2.4",70,768,51.2,NA,NA,40,92
2,4,"Q1'14",22,1013,8,16,1800,"2.3",60,384,38.4,NA,NA,24,89.2
4,4,"Q3'13",22,408,6,12,2100,"2.6",80,768,51.2,NA,NA,40,71
4,4,"Q1'14",22,406,6,12,2200,"2.7",80,384,38.4,NA,NA,24,76
4,4,"Q3'13",22,1081.5,6,12,3700,"4",130,256,59.7,NA,NA,40,70
4,4,"Q1'14",22,1611,8,16,2600,"3",95,768,51.2,NA,NA,40,75
2,4,"Q3'13",22,632,6,12,2000,"2",50,768,42.6,NA,NA,40,93
2,4,"Q1'14",22,607,6,12,2000,"2",50,384,32,NA,NA,24,79.1
4,4,"Q3'13",22,583,6,12,3500,"3.9",130,256,59.7,NA,NA,40,70
4,4,"Q1'14",22,1219,8,16,2300,"2.7",95,768,51.2,NA,NA,40,75
4,4,"Q1'14",22,885,6,12,2600,"2.6",95,768,42.6,NA,NA,40,77
4,4,"Q3'13",22,296.5,4,4,2500,"2.5",80,768,42.6,NA,NA,40,71
4,4,"Q1'14",22,250,4,4,2400,"2.4",80,384,32,NA,NA,24,76
4,4,"Q3'13",22,294,4,8,3700,"3.9",130,256,59.7,NA,NA,40,70
2,4,"Q1'14",22,494,6,12,2200,"2.7",60,384,38.4,NA,NA,24,80
4,4,"Q3'13",22,202,4,4,1800,NA,80,768,42.6,NA,NA,40,71
4,4,"Q1'14",22,192,4,4,1800,"1.8",80,384,32,NA,NA,24,76
4,4,"Q1'14",22,551,4,8,2200,"2.2",95,768,42.6,NA,NA,40,77
4,3,"Q1'12",32,1887.5,8,16,3100,"3.8",150,256,51.2,NA,NA,40,67
4,3,"Q1'12",32,1725,8,16,2700,"3.5",130,384,51.2,NA,NA,40,85
4,3,"Q1'12",32,1554,8,16,2600,"3.3",115,384,51.2,NA,NA,40,80
4,3,"Q1'12",32,1552,6,12,2900,"3.5",130,384,51.2,NA,NA,40,85
4,3,"Q1'12",32,1442,8,16,2400,"3.1",115,384,51.2,NA,NA,40,81.8
4,3,"Q1'12",32,1331,8,16,2200,"3",95,384,51.2,NA,NA,40,73
2,4,"Q1'12",32,1479,8,16,2100,"2.4",95,384,51.2,NA,NA,40,88
4,3,"Q1'12",32,1109.5,8,16,2000,"2.8",95,384,51.2,NA,NA,40,77.4
2,4,"Q1'12",32,1266,8,16,1800,"2.1",70,384,NA,NA,NA,40,NA
4,3,"Q1'12",32,1107,8,16,1800,"2.3",70,384,51.2,NA,NA,40,72
4,3,"Q1'12",32,885,4,8,3300,"3.5",130,384,51.2,NA,NA,40,73
4,3,"Q2'12",32,1442,8,16,2300,"3.1",95,384,38.4,NA,NA,24,78
4,3,"Q2'12",32,1107,8,16,1800,"2.3",70,384,38.4,NA,NA,24,NA
4,3,"Q1'12",32,887,6,12,2500,"3",95,384,42.6,NA,NA,40,73
4,3,"Q2'12",32,1109.5,8,16,2100,"2.9",95,384,38.4,NA,NA,24,NA
4,3,"Q1'12",32,885,2,4,3000,"3.5",80,384,51.2,NA,NA,40,70
2,4,"Q2'12",32,1266,8,16,1800,"2.1",70,384,NA,NA,NA,24,91
4,3,"Q2'12",32,3618,8,16,2600,"3.1",115,384,51.2,NA,NA,40,NA
4,3,"Q1'12",32,662,6,12,2000,"2.5",60,384,42.6,NA,NA,40,69.8
4,3,"Q2'12",32,3618,8,16,2700,"3.3",130,384,51.2,NA,NA,40,NA
4,3,"Q2'12",32,834.5,6,12,2400,"2.9",95,384,32,NA,NA,24,NA
4,3,"Q1'12",32,614,6,12,2300,"2.8",95,384,42.6,NA,NA,40,77.4
4,3,"Q1'12",32,1081.5,6,12,3300,"3.9",130,256,51.2,NA,NA,40,64
4,3,"Q2'12",32,662,6,12,2000,"2.5",60,384,32,NA,NA,24,NA
4,3,"Q2'12",32,536.5,6,12,2200,"2.7",95,384,32,NA,NA,24,NA
4,3,"Q2'12",32,2727.5,8,16,2400,"2.8",95,384,51.2,NA,NA,40,NA
2,4,"Q2'12",32,692,6,12,1800,"2",60,384,NA,NA,NA,24,89
4,3,"Q2'12",32,1613.5,8,16,2200,"2.6",95,384,42.6,NA,NA,40,NA
4,3,"Q1'12",32,583,6,12,3200,"3.8",130,256,51.2,NA,NA,40,64
4,4,"Q1'12",32,385,6,12,2000,"2.5",95,384,42.6,NA,NA,40,77.4
4,3,"Q2'12",32,389,6,12,1900,"2.4",95,384,32,NA,NA,24,NA
4,3,"Q2'12",32,1611,6,6,2900,"3.4",130,384,51.2,NA,NA,40,NA
2,4,"Q2'12",32,428,4,8,2000,"2.1",50,384,NA,NA,NA,24,91
4,3,"Q2'12",32,480,6,12,1800,NA,60,NA,32,NA,NA,24,NA
4,3,"Q1'12",32,294,4,8,3600,"3.8",130,375,51.2,NA,NA,40,64
4,3,"Q1'12",32,296.5,4,4,2400,NA,80,384,34.1,NA,NA,40,70
4,3,"Q2'12",32,1221,6,12,2400,"2.9",95,384,42.6,NA,NA,40,NA
4,3,"Q2'12",32,250.5,4,4,2200,NA,80,384,25,NA,NA,24,NA
4,3,"Q2'12",32,887,6,12,2200,NA,95,384,34.1,NA,NA,40,NA
4,3,"Q2'12",32,191.5,4,4,1800,NA,80,384,25,NA,NA,24,NA
4,3,"Q2'12",32,553,4,8,2000,NA,95,384,34.1,NA,NA,40,NA
4,3,"Q1'12",32,202.5,4,4,1800,NA,80,384,34.1,NA,NA,40,70
4,4,"Q1'17",14,218.5,4,4,3300,"3.7",73,64,37.5,350,1150,16,NA
4,4,"Q1'17",14,255.5,4,8,3500,"3.9",72,64,37.5,NA,NA,16,NA
4,4,"Q1'17",14,277,4,8,3700,"4.1",72,64,37.5,NA,NA,16,NA
4,4,"Q1'17",14,289,4,8,3700,"4.1",73,64,37.5,350,1150,16,NA
