"Ver_Seg","Status","LDate","Litho","Rec_Price","NumCores","NumThreads","ProcBaseMem","MaxTurboFreq","TDP","MaxMemSize","MaxMemBW","GraphicBaseFreq","GraphicMaxDFreq","MaxNumPCIExpressLanes","T"
4,4,"Q1'17",14,333.5,4,8,3800,"4.2",72,64,37.5,NA,NA,16,NA
4,4,"Q1'17",14,339,4,8,3800,"4.2",73,64,37.5,350,1150,16,NA
4,4,"Q1'17",14,383,4,8,3900,"4.2",72,64,37.5,NA,NA,16,NA
4,4,"Q3'17",14,450,4,8,4100,"4.5",79,64,37.5,350000,1150,16,NA
2,4,"Q2'17",14,NA,4,4,2100,"2.9",25,64,34.1,350,1000,16,100
2,4,"Q2'17",14,NA,4,4,2900,"3.6",45,64,34.1,350,1000,16,100
2,4,"Q1'17",14,433,4,8,2200,"3",25,64,34.1,350,1000,16,100
3,4,"Q1'17",14,434,4,8,3000,"4",45,64,34.1,350,1100,16,100
3,4,"Q1'17",14,623,4,8,3100,"4.2",45,64,34.1,350,1100,16,100
4,4,"Q4'15",14,218.5,4,4,3300,"3.7",80,64,34.1,400,1150,16,NA
4,4,"Q4'15",14,255.5,4,8,3400,"3.8",80,64,34.1,NA,NA,16,NA
4,4,"Q4'15",14,277,4,8,3500,"3.9",80,64,34.1,NA,NA,16,NA
4,4,"Q4'15",14,250,4,4,2000,"3",25,64,34.1,400,NA,16,NA
4,4,"Q4'15",14,278,4,8,2100,"3.2",25,64,34.1,NA,NA,16,NA
4,4,"Q4'15",14,289,4,8,3500,"3.9",80,64,34.1,400,1150,16,NA
4,4,"Q4'15",14,294,4,8,2900,"3.9",45,64,34.1,NA,NA,16,NA
2,4,"Q4'15",14,377,4,8,2400,"3.4",35,64,34.1,350,1000,16,NA
4,4,"Q4'15",14,333.5,4,8,3600,"4",80,64,34.1,NA,NA,16,NA
4,4,"Q4'15",14,344.5,4,8,3600,"4",80,64,34.1,400,1150,16,NA
4,4,"Q4'15",14,612,4,8,3700,"4",80,64,34.1,NA,NA,16,NA
3,4,"Q3'15",14,434,4,8,2800,"3.7",45,64,34.1,350,1050,16,100
2,4,"Q4'15",14,433,4,8,2000,"2.8",25,64,34.1,350,1000,16,100
3,4,"Q1'16",14,489,4,8,2800,"3.7",45,64,34.1,350,1000,16,100
3,4,"Q3'15",14,623,4,8,2900,"3.8",45,64,34.1,350,1050,16,100
3,4,"Q1'16",14,679,4,8,2900,"3.8",45,64,34.1,350,1050,16,100
2,4,"Q2'16",14,396,4,8,1900,"3.3",45,64,NA,650,1000,16,100
4,4,"Q2'16",14,417,4,8,2500,"3.5",35,64,NA,350,1050,16,100
3,4,"Q1'16",14,1207,4,8,3000,"3.9",45,64,34.1,350,1100,16,100
2,4,"Q2'16",14,449,4,8,2000,"3.4",45,64,NA,700,1000,16,100
4,4,"Q2'16",14,445,4,8,3000,"3.7",45,64,NA,350,1150,16,100
4,4,"Q2'16",14,556,4,8,3500,"3.9",65,64,NA,350,1150,16,100
4,4,"Q2'15",14,417,4,8,2300,"3.3",35,32,29.8,300,1050,16,NA
2,4,"Q2'15",14,449,4,8,2000,"3.3",47,32,25.6,800,1000,16,105
4,4,"Q2'15",14,556,4,8,3500,"3.8",95,32,29.8,300,1150,16,NA
4,4,"Q2'15",14,445,4,8,3400,"3.8",65,32,29.8,300,1150,16,NA
4,4,"Q3'13",22,NA,2,4,1100,"1.5",13,32,25.6,NA,NA,16,NA
4,4,"Q2'14",22,218.5,4,4,3300,"3.7",84,32,25.6,350,1200,16,NA
4,4,"Q2'13",22,218.5,4,4,3200,"3.6",84,32,25.6,350,1200,16,NA
4,3,"Q2'13",22,245,4,8,3300,"3.7",80,32,25.6,NA,NA,16,NA
4,4,"Q2'13",22,250,4,8,1800,"2.8",25,32,25.6,NA,NA,16,NA
4,4,"Q2'14",22,245,4,8,3400,"3.8",80,32,25.6,NA,NA,16,NA
4,3,"Q2'13",22,267.5,4,8,3400,"3.8",80,32,25.6,NA,NA,16,NA
4,4,"Q2'14",22,278,4,8,2000,"3",25,32,25.6,NA,NA,16,NA
4,4,"Q2'14",22,267.5,4,8,3500,"3.9",80,32,25.6,NA,NA,16,NA
4,3,"Q2'13",22,281.5,4,8,3400,"3.8",84,32,25.6,350,1200,16,NA
4,4,"Q2'14",22,281.5,4,8,3500,"3.9",84,32,25.6,350,1200,16,NA
4,3,"Q2'13",22,344.5,4,8,3500,"3.9",84,32,25.6,350,1250,16,NA
4,4,"Q2'13",22,294,4,8,2500,"3.7",45,32,25.6,350,1200,16,NA
4,4,"Q2'14",22,333.5,4,8,3600,"4",80,32,25.6,NA,NA,16,NA
2,4,"Q2'13",22,377,4,8,2300,"3.3",45,32,25.6,350,1000,16,NA
4,3,"Q2'13",22,333.5,4,8,3500,"3.9",80,32,25.6,NA,NA,16,NA
4,4,"Q2'14",22,328,4,8,2700,"3.9",45,32,25.6,350,1200,16,NA
4,3,"Q2'13",22,612,4,8,3600,"4",82,32,25.6,NA,NA,16,NA
4,4,"Q2'14",22,344.5,4,8,3600,"4",84,32,25.6,350,1250,16,NA
4,4,"Q2'14",22,612,4,8,3700,"4.1",82,32,25.6,NA,NA,16,NA
4,3,"Q2'13",22,662,4,8,3600,"4",84,32,25.6,350,1300,16,NA
4,3,"Q2'13",22,NA,4,8,3100,"3.9",65,32,25.6,350,1250,16,NA
4,3,"Q2'14",22,662,4,8,3700,"4.1",84,32,25.6,350,1300,16,NA
4,3,"Q2'14",22,774,4,8,3200,"4",65,32,25.6,350,1250,16,NA
2,4,"Q3'13",22,389,4,8,1800,NA,25,32,25.6,NA,NA,20,100
2,4,"Q3'13",22,545,4,8,2500,NA,40,32,25.6,NA,NA,20,100
4,3,"Q2'12",22,189,2,4,2300,"3.5",17,32.23,25.6,NA,NA,NA,NA
4,3,"Q2'12",22,196,4,4,3100,"3.5",69,32.77,25.6,NA,NA,NA,NA
4,4,"Q2'12",22,205,4,4,3200,"3.6",77,32.77,25.6,650,1250,NA,NA
4,3,"Q2'12",22,222.5,4,8,3300,"3.7",69,32.77,25.6,NA,NA,NA,65.8
4,3,"Q2'12",22,255.5,4,8,3400,"3.8",69,32.77,25.6,NA,NA,NA,NA
4,3,"Q2'12",22,269.5,4,8,3400,"3.8",77,32.77,25.6,650,1250,NA,NA
4,3,"Q2'12",22,299.5,4,8,2500,"3.5",45,32.77,NA,650,1150,NA,NA
4,3,"Q2'12",22,333.5,4,8,3500,"3.9",69,32.77,25.6,NA,NA,NA,NA
4,3,"Q2'12",22,623,4,8,3600,"4",69,32.77,25.6,NA,NA,NA,NA
4,4,"Q2'12",22,334.5,4,8,3500,"3.9",77,32.77,25.6,650,1250,NA,NA
4,3,"Q2'12",22,NA,4,8,3700,"4.1",87,32.77,25.6,NA,NA,NA,NA
2,4,"Q2'12",NA,519,4,8,2000,NA,40,32,25.6,NA,NA,20,100
4,3,"Q2'11",32,196,4,4,3100,"3.4",80,32,21,NA,NA,20,69.1
4,3,"Q2'11",32,189,2,4,2200,"3.4",20,32,21,NA,NA,20,77.5
4,3,"Q2'11",32,192,4,4,3100,"3.4",95,32,21,850,1350,20,72.6
4,3,"Q2'11",32,230,4,8,3200,"3.6",80,32,21,NA,NA,20,69.1
4,3,"Q2'11",32,255.5,4,8,3300,"3.7",80,32,21,NA,NA,20,69.1
4,3,"Q2'11",32,250,4,8,3200,"3.6",95,32,21,850,1350,20,72.6
4,3,"Q2'11",32,267.5,4,8,3300,"3.7",95,32,21,850,1350,20,72.6
4,3,"Q2'11",32,294,4,8,2400,"3.3",45,32,21,650,1250,20,58.6
4,3,"Q2'11",32,332.5,4,8,3400,"3.8",95,32,21,850,1350,20,72.6
4,3,"Q2'11",32,333.5,4,8,3400,"3.8",80,32,21,NA,NA,20,69.1
4,3,"Q2'11",32,617.5,4,8,3500,"3.9",95,32,21,NA,NA,20,73.6
4,4,"Q4'15",14,234,4,8,2200,"2.2",35,128,NA,NA,NA,32,NA
4,4,"Q1'15",14,199,4,8,2200,"2.6",45,128,NA,NA,NA,32,80
4,4,"Q4'15",14,199,4,8,2400,"2.7",45,128,NA,NA,NA,32,NA
4,4,"Q3'17",14,256,4,8,2000,"2.6",45,128,NA,NA,NA,32,NA
4,4,"Q4'15",14,259,4,8,2200,"2.7",35,128,NA,NA,NA,32,NA
4,4,"Q4'15",14,389,6,12,1900,"2.5",35,128,NA,NA,NA,32,NA
4,4,"Q2'16",14,324,4,8,1300,"1.3",20,128,NA,NA,NA,24,NA
4,4,"Q4'15",14,348,6,12,2200,"2.7",45,128,NA,NA,NA,32,NA
4,4,"Q3'17",14,470,6,12,2100,"2.7",45,128,NA,NA,NA,32,NA
4,4,"Q4'15",14,571,8,16,1700,"2.3",35,128,NA,NA,NA,32,NA
4,4,"Q2'16",14,590,8,16,1600,"2.2",35,128,NA,NA,NA,32,NA
4,4,"Q1'15",14,581,8,16,2000,"2.6",45,128,NA,NA,NA,32,80
4,4,"Q4'15",14,581,8,16,2100,"2.7",45,128,NA,NA,NA,32,NA
4,4,"Q3'17",14,652,8,16,1900,"2.5",45,128,NA,NA,NA,32,NA
4,4,"Q4'15",14,675,8,16,2000,"2.6",45,128,NA,NA,NA,32,NA
4,4,"Q2'16",14,883,12,24,1500,"2.1",45,128,NA,NA,NA,32,NA
4,4,"Q1'16",14,844,12,24,1500,"2.1",45,128,NA,NA,NA,32,NA
4,4,"Q1'16",14,1299,12,24,2100,"2.7",65,128,NA,NA,NA,32,NA
4,4,"Q3'17",14,855,8,16,2300,"2.7",65,128,NA,NA,NA,32,NA
4,4,"Q1'16",14,1222,16,32,1300,"2.1",45,128,NA,NA,NA,32,NA
4,4,"Q1'16",14,1477,16,32,1300,"2.1",45,128,NA,NA,NA,32,NA
4,3,"Q1'11",32,223,4,4,2130,NA,80,288,25.6,NA,NA,NA,NA
4,3,"Q3'03",130,NA,1,NA,2400,NA,40,NA,NA,NA,NA,NA,81
4,3,"Q2'04",90,NA,1,NA,2800,NA,55,NA,NA,NA,NA,NA,86
4,4,"Q1'11",32,277.5,4,4,2260,NA,80,288,25.6,NA,NA,NA,NA
4,3,"Q3'02",130,NA,1,NA,1600,NA,30,NA,NA,NA,NA,NA,81
4,4,"Q1'10",32,380,4,8,2400,"2.66",80,288,25.6,NA,NA,NA,77.6
4,2,NA,130,NA,1,NA,3000,NA,85,NA,NA,NA,NA,NA,73
4,3,"Q1'10",32,552.5,4,8,2530,"2.8",80,288,25.6,NA,NA,NA,77.6
4,2,NA,130,3692,1,NA,3000,NA,85,NA,NA,NA,NA,NA,71
4,4,NA,90,NA,1,NA,3800,NA,110,NA,NA,NA,NA,NA,73
4,3,"Q1'10",32,775.5,4,8,2660,"2.93",80,288,25.6,NA,NA,NA,77.6
4,2,NA,130,NA,1,NA,2800,NA,74,NA,NA,NA,NA,NA,75
4,4,"Q1'10",32,539.5,6,12,2400,"2.67",80,288,32,NA,NA,NA,76.2
4,2,NA,130,3692,1,NA,2800,NA,72,NA,NA,NA,NA,NA,69
4,4,"Q1'11",32,775.5,6,12,2530,"2.93",80,288,32,NA,NA,NA,76.2
4,2,NA,130,1980,1,NA,2700,NA,80,NA,NA,NA,NA,NA,70
4,4,NA,90,NA,1,NA,3600,NA,110,NA,NA,NA,NA,NA,73
4,3,"Q1'10",32,440,4,4,1860,"1.86",40,288,25.6,NA,NA,NA,63.1
4,4,NA,90,NA,1,NA,3600,NA,110,NA,NA,NA,NA,NA,72
4,2,NA,130,NA,1,NA,2600,NA,60,NA,NA,NA,NA,NA,74
4,4,"Q1'10",32,437,4,8,1870,"2.26",40,NA,NA,NA,NA,NA,87
4,4,"Q1'09",45,NA,2,2,1860,NA,80,144,19.2,NA,NA,NA,76
4,3,"Q4'07",45,231,4,NA,2000,NA,80,NA,NA,NA,NA,NA,67
4,2,NA,130,1980,1,NA,2500,NA,66,NA,NA,NA,NA,NA,70
4,3,NA,90,NA,1,NA,3600,NA,103,NA,NA,NA,NA,NA,72
4,3,"Q1'10",32,552.5,4,8,2130,"2.4",40,288,25.6,NA,NA,NA,63.1
4,4,"Q1'10",45,NA,2,2,2000,NA,80,144,19.2,NA,NA,NA,76
4,3,"Q4'07",45,284,4,NA,2330,NA,80,NA,NA,NA,NA,NA,67
4,2,NA,130,NA,1,NA,2400,NA,65,NA,NA,NA,NA,NA,74
4,4,NA,90,NA,1,NA,3400,NA,110,NA,NA,NA,NA,NA,73
4,4,"Q1'09",45,221,4,4,2000,NA,80,144,19.2,NA,NA,NA,76
4,4,"Q1'10",32,525,6,12,2000,"2.4",60,NA,NA,NA,NA,NA,85
4,3,"Q4'07",45,347,4,NA,2500,NA,80,NA,NA,NA,NA,NA,67
4,2,NA,90,NA,1,NA,3400,NA,110,NA,NA,NA,NA,NA,72
4,2,NA,130,NA,1,NA,2200,NA,61,NA,NA,NA,NA,NA,75
4,4,"Q1'09",45,NA,4,4,2130,NA,80,144,19.2,NA,NA,NA,76
4,3,"Q4'07",45,NA,2,NA,1860,NA,65,NA,NA,NA,NA,NA,66
4,3,"Q4'07",45,491,4,NA,2660,NA,80,NA,NA,NA,NA,NA,67
4,2,NA,130,1177,1,NA,2200,NA,65,NA,NA,NA,NA,NA,65
4,3,NA,90,NA,1,NA,3400,NA,103,NA,NA,NA,NA,NA,72
4,3,"Q1'10",32,997.5,6,12,2260,"2.8",60,288,32,NA,NA,NA,69.4
4,4,"Q1'10",45,NA,4,4,2260,NA,80,144,19.2,NA,NA,NA,76
4,4,"Q1'08",45,317,2,NA,2330,NA,65,NA,NA,NA,NA,NA,66
4,4,"Q1'08",45,719,4,NA,2830,NA,80,NA,NA,NA,NA,NA,67
4,3,"Q1'06",65,NA,2,NA,1660,NA,15,NA,NA,NA,NA,NA,100
4,4,NA,130,NA,1,NA,2000,NA,58,NA,NA,NA,NA,NA,70
4,4,NA,90,NA,1,NA,3200,NA,110,NA,NA,NA,NA,NA,73
4,3,"Q1'11",32,774,4,8,2930,"3.2",130,288,25.6,NA,NA,NA,80.4
4,4,"Q1'09",45,NA,4,8,2260,"2.53",80,144,25.6,NA,NA,NA,72
4,3,"Q4'07",45,969,4,NA,3000,NA,80,NA,NA,NA,NA,NA,67
2,4,"Q1'08",45,649,2,NA,3000,NA,65,NA,NA,NA,NA,NA,66
4,3,"Q3'06",65,NA,2,NA,2160,NA,31,NA,NA,NA,NA,NA,100
4,2,NA,90,NA,1,NA,3200,NA,110,NA,NA,NA,NA,NA,72
4,2,NA,130,3587,1,NA,2000,NA,57,NA,NA,NA,NA,NA,69
4,3,"Q1'10",32,997.5,6,12,2660,"3.06",95,288,32,NA,NA,NA,81.3
4,4,"Q1'09",45,NA,4,8,2400,"2.66",80,144,25.6,NA,NA,NA,76
4,3,"Q4'07",45,NA,4,NA,2800,NA,80,NA,NA,NA,NA,NA,67
4,3,"Q2'04",90,NA,1,NA,3200,NA,103,NA,NA,NA,NA,NA,72
4,2,NA,130,NA,1,NA,3200,NA,92,NA,NA,NA,NA,NA,71
4,2,NA,180,NA,1,NA,2000,NA,77.5,NA,NA,NA,NA,NA,78
4,3,"Q1'06",65,NA,2,NA,2000,NA,31,NA,NA,NA,NA,NA,100
4,3,NA,65,NA,2,NA,1600,NA,65,NA,NA,NA,NA,NA,65
4,3,"Q1'10",32,1220.5,6,12,2800,"3.2",95,288,32,NA,NA,NA,81.3
4,4,"Q1'09",45,940,4,8,2530,"2.8",80,144,25.6,NA,NA,NA,76
4,3,"Q4'07",45,NA,4,NA,3000,NA,80,NA,NA,NA,NA,NA,67
4,2,NA,130,856,1,NA,2000,NA,57,NA,NA,NA,NA,NA,69
4,3,NA,65,NA,2,NA,1860,NA,65,NA,NA,NA,NA,NA,65
4,3,"Q1'10",32,1440,4,8,3060,"3.46",95,288,32,NA,NA,NA,82.9
4,2,NA,NA,NA,1,NA,600,NA,NA,NA,NA,NA,NA,NA,NA
4,4,"Q1'09",45,NA,4,4,2130,NA,60,144,19.2,NA,NA,NA,70
4,3,"Q1'09",45,340,4,NA,2830,NA,65,NA,NA,NA,NA,NA,76.25
4,4,"Q3'08",45,NA,2,NA,1860,NA,20,NA,NA,NA,NA,NA,75
2,4,"Q1'08",45,494,4,NA,2130,NA,40,NA,NA,NA,NA,NA,72
4,3,"Q4'06",65,NA,4,NA,1600,NA,80,NA,NA,NA,NA,NA,66
4,2,NA,130,1850,1,NA,1900,NA,55,NA,NA,NA,NA,NA,68
4,3,NA,130,NA,1,NA,3060,NA,85,NA,NA,NA,NA,NA,73
4,3,"Q1'06",65,NA,2,NA,1660,NA,31,NA,NA,NA,NA,NA,100
4,4,"Q2'06",65,NA,2,NA,2000,NA,65,NA,NA,NA,NA,NA,65
4,3,NA,90,NA,2,NA,2800,NA,135,NA,NA,NA,NA,NA,72
4,3,NA,90,NA,1,NA,3000,NA,110,NA,NA,NA,NA,NA,72
4,3,"Q1'10",32,1441.5,6,12,2930,"3.33",95,288,32,NA,NA,NA,81.3
2,4,"Q1'09",45,403,2,4,2000,"2.4",38,144,25.6,NA,NA,NA,85
4,3,"Q1'08",45,NA,4,NA,2500,NA,95,NA,NA,NA,NA,NA,71.4
4,4,"Q1'08",45,372,4,NA,2330,NA,50,NA,NA,NA,NA,NA,57
4,3,"Q4'06",65,NA,4,NA,1860,NA,80,NA,NA,NA,NA,NA,66
4,2,NA,NA,NA,1,NA,900,NA,NA,NA,NA,NA,NA,NA,NA
4,3,NA,65,NA,2,NA,2600,NA,95,NA,NA,NA,NA,NA,60
4,2,NA,130,NA,1,NA,3060,NA,87,NA,NA,NA,NA,NA,70
4,4,NA,130,NA,1,NA,1800,NA,55,NA,NA,NA,NA,NA,69
4,4,"Q2'06",65,478,2,NA,2330,NA,65,NA,NA,NA,NA,NA,65
4,3,NA,65,NA,2,NA,1860,NA,65,NA,NA,NA,NA,NA,61.4
4,3,NA,90,NA,1,NA,3000,NA,103,NA,NA,NA,NA,NA,72
4,3,"Q1'11",32,NA,4,8,3200,"3.6",95,288,32,NA,NA,NA,82.9
4,3,"Q1'10",45,NA,4,8,1870,"1.87",95,NA,NA,NA,NA,NA,70
4,3,"Q1'10",32,201,2,4,2260,"2.53",30,16.38,17,NA,NA,16,53.9
2,4,"Q1'09",45,504,4,8,2130,"2.4",60,144,25.6,NA,NA,NA,85
4,3,"Q3'08",45,1223,4,NA,2130,NA,90,NA,NA,NA,NA,NA,68
2,4,"Q1'08",45,560,2,NA,2660,NA,35,NA,NA,NA,NA,NA,71
4,3,"Q1'08",45,413,4,NA,2500,NA,50,NA,NA,NA,NA,NA,57
4,3,"Q1'07",65,NA,4,NA,2000,NA,80,NA,NA,NA,NA,NA,66
4,4,NA,90,NA,1,NA,3000,NA,55,NA,NA,NA,NA,NA,86
4,2,NA,180,NA,1,NA,700,NA,29.6,NA,NA,NA,NA,NA,65
4,3,NA,65,NA,2,NA,2500,NA,95,NA,NA,NA,NA,NA,60
4,2,NA,180,NA,1,NA,1700,NA,65.8,NA,NA,NA,NA,NA,73
4,3,NA,65,NA,2,NA,2660,NA,65,NA,NA,NA,NA,NA,65
4,3,NA,65,NA,2,NA,2130,NA,65,NA,NA,NA,NA,NA,61.4
4,3,"Q1'11",32,1441.5,6,12,3060,"3.46",95,288,32,NA,NA,NA,81.3
4,3,"Q3'10",32,594,6,12,3200,"3.46",130,24,25.6,NA,NA,NA,67.9
4,3,"Q1'10",45,NA,6,12,1870,"2.13",105,NA,NA,NA,NA,NA,64
4,3,"Q3'09",45,305,4,8,1860,"3.2",45,32,21,NA,NA,16,58.3
4,4,"Q1'09",45,NA,4,8,2260,"2.48",60,144,25.6,NA,NA,NA,70
4,3,"Q1'09",45,305,4,8,2660,"2.93",130,24,25.6,NA,NA,NA,67.9
4,3,"Q3'08",45,NA,4,NA,2130,NA,90,NA,NA,NA,NA,NA,68
4,3,"Q3'08",45,202,4,NA,2660,NA,95,NA,NA,NA,NA,NA,71.4
4,4,"Q2'08",45,NA,2,NA,3000,NA,40,NA,NA,NA,NA,NA,56
4,3,"Q3'08",45,601,4,NA,2660,NA,50,NA,NA,NA,NA,NA,57
4,3,"Q3'07",65,NA,4,NA,1600,NA,80,NA,NA,NA,NA,NA,66
4,4,"Q1'07",65,NA,4,NA,2330,NA,80,NA,NA,NA,NA,NA,66
4,2,NA,90,NA,1,NA,3000,NA,103,NA,NA,NA,NA,NA,72
4,2,NA,180,NA,1,NA,933,NA,29.6,NA,NA,NA,NA,NA,55
4,3,NA,65,NA,2,NA,3000,NA,80,NA,NA,NA,NA,NA,65
4,3,NA,65,1177,2,NA,3000,NA,95,NA,NA,NA,NA,NA,60
4,3,NA,65,NA,2,NA,2660,NA,95,NA,NA,NA,NA,NA,67
4,3,NA,65,NA,2,NA,2400,NA,65,NA,NA,NA,NA,NA,60.1
4,3,"Q1'10",32,1663,4,8,3460,"3.73",130,288,32,NA,NA,NA,80.4
4,3,"Q1'10",45,NA,6,12,2000,"2.27",105,NA,NA,NA,NA,NA,64
4,4,"Q3'09",45,213.5,4,4,2400,"2.8",95,32,21,NA,NA,16,72.7
4,4,"Q3'09",45,NA,4,8,2400,"2.66",60,144,25.6,NA,NA,NA,70
4,3,"Q1'10",45,305,4,8,2800,"3.06",130,24,25.6,NA,NA,NA,67.9
4,3,"Q3'08",45,2059,4,NA,2400,NA,90,NA,NA,NA,NA,NA,68
4,3,"Q4'07",45,912,4,NA,3000,NA,120,NA,NA,NA,NA,NA,63
4,3,"Q1'08",45,268,4,NA,2660,NA,95,NA,NA,NA,NA,NA,71.4
4,3,"Q3'07",65,NA,4,NA,2130,NA,80,NA,NA,NA,NA,NA,66
4,3,"Q4'07",65,NA,2,NA,2330,NA,65,NA,NA,NA,NA,NA,72
4,4,NA,65,NA,2,NA,1600,NA,40,NA,NA,NA,NA,NA,NA
4,3,"Q1'07",65,NA,4,NA,1600,NA,50,NA,NA,NA,NA,NA,60
4,2,NA,180,NA,1,NA,866,NA,27.4,NA,NA,NA,NA,NA,55
4,2,NA,250,NA,1,NA,550,NA,34,NA,NA,NA,NA,NA,68
4,2,NA,180,NA,1,NA,1600,NA,72,NA,NA,NA,NA,NA,78
4,2,"Q4'03",130,NA,1,NA,2800,NA,74,NA,NA,NA,NA,NA,75
4,3,NA,65,NA,2,NA,3000,NA,95,NA,NA,NA,NA,NA,60
4,3,NA,65,NA,2,NA,2830,NA,95,NA,NA,NA,NA,NA,67
4,3,NA,90,NA,1,NA,3660,NA,110,NA,NA,NA,NA,NA,73
4,4,NA,90,NA,1,NA,2800,NA,110,NA,NA,NA,NA,NA,72
4,2,NA,NA,NA,1,NA,450,NA,34.5,NA,NA,NA,NA,NA,75
2,4,"Q1'10",45,286,4,4,2000,NA,85,NA,NA,NA,NA,NA,77.6
4,3,"Q1'10",45,NA,6,12,1870,"2.53",95,NA,NA,NA,NA,NA,70
4,3,"Q3'09",45,230,4,8,2530,"2.93",95,32,21,NA,NA,16,72.7
4,3,"Q1'09",45,594,4,8,2930,"3.2",130,24,25.6,NA,NA,NA,67.9
4,4,"Q1'09",45,NA,4,8,3200,"3.46",130,144,32,NA,NA,NA,67
4,3,"Q3'08",45,2391,6,NA,2400,NA,90,NA,NA,NA,NA,NA,68
4,3,"Q1'07",65,NA,4,NA,1600,NA,40,NA,NA,NA,NA,NA,72.2
4,3,"Q4'07",45,1245,4,NA,3160,NA,120,NA,NA,NA,NA,NA,63
4,3,"Q3'07",65,NA,4,NA,2400,NA,80,NA,NA,NA,NA,NA,66
4,2,NA,180,NA,1,NA,800,NA,25.4,NA,NA,NA,NA,NA,55
4,2,NA,250,NA,1,NA,550,NA,39.5,NA,NA,NA,NA,NA,68
4,2,NA,180,NA,1,NA,1500,NA,68,NA,NA,NA,NA,NA,76
4,3,NA,65,1391,2,NA,3200,NA,150,NA,NA,NA,NA,NA,69
4,2,NA,130,307,1,NA,2800,NA,77,NA,NA,NA,NA,NA,72
4,3,NA,65,177,2,NA,3000,NA,95,NA,NA,NA,NA,NA,67
4,3,NA,65,NA,2,NA,2660,NA,65,NA,NA,NA,NA,NA,60.1
4,2,NA,90,NA,1,NA,3330,NA,129,NA,NA,NA,NA,NA,73
4,3,NA,90,NA,1,NA,2800,NA,103,NA,NA,NA,NA,NA,72
4,2,NA,NA,NA,1,NA,450,NA,46.7,NA,NA,NA,NA,NA,75
4,3,"Q1'10",32,594,6,12,3330,"3.6",130,24,32,NA,NA,NA,67.9
4,3,"Q1'10",32,1664.5,6,12,3330,"3.6",130,288,32,NA,NA,NA,78.5
2,4,"Q1'10",45,326,4,4,2130,NA,65,NA,NA,NA,NA,NA,74.6
2,4,"Q1'10",45,417,2,2,2270,NA,65,NA,NA,NA,NA,NA,74.6
4,4,"Q3'09",45,249,4,8,2660,"3.2",95,32,21,NA,NA,16,72.7
4,3,"Q1'10",45,NA,8,16,1870,"2.53",95,NA,NA,NA,NA,NA,70
4,4,"Q3'09",45,NA,4,8,3330,"3.6",130,144,32,NA,NA,NA,67
4,3,"Q3'09",45,305,4,8,3060,"3.33",130,24,25.6,NA,NA,NA,67.9
4,3,"Q3'08",45,1467,4,NA,3330,NA,120,NA,NA,NA,NA,NA,63
4,3,"Q1'08",45,179,2,NA,3000,NA,65,NA,NA,NA,NA,NA,72.4
4,3,"Q1'08",45,287,4,NA,2830,NA,95,NA,NA,NA,NA,NA,71.4
4,4,"Q4'07",45,NA,2,NA,3330,NA,80,NA,NA,NA,NA,NA,66
4,2,NA,90,NA,1,NA,2800,NA,110,NA,NA,NA,NA,NA,72
4,4,"Q2'06",65,NA,2,NA,1860,NA,40,NA,NA,NA,NA,NA,58
4,3,"Q1'07",65,NA,4,NA,1860,NA,50,NA,NA,NA,NA,NA,60
4,2,NA,180,NA,1,NA,733,NA,23.3,NA,NA,NA,NA,NA,55
4,3,NA,65,NA,2,NA,3160,NA,150,NA,NA,NA,NA,NA,69
4,2,NA,130,NA,1,NA,2660,NA,72,NA,NA,NA,NA,NA,74
4,2,NA,180,NA,1,NA,1500,NA,59.2,NA,NA,NA,NA,NA,70
4,3,NA,90,1177,2,NA,2660,NA,165,NA,NA,NA,NA,NA,76
4,3,NA,65,NA,2,NA,3200,NA,130,NA,NA,NA,NA,NA,78
4,3,NA,90,NA,1,NA,3160,NA,110,NA,NA,NA,NA,NA,73
4,3,NA,90,NA,1,NA,3500,NA,110,NA,NA,NA,NA,NA,73
4,3,"Q1'11",32,1663,4,8,3600,"3.86",130,288,32,NA,NA,NA,80.4
2,4,"Q1'10",45,221,1,1,1730,NA,23,NA,NA,NA,NA,NA,94.5
2,4,"Q1'10",45,503,4,8,2530,"2.93",85,NA,NA,NA,NA,NA,77.6
4,3,"Q1'10",45,NA,6,6,2670,"2.8",130,NA,NA,NA,NA,NA,69
4,3,"Q1'10",NA,NA,4,8,1730,"1.73",105,NA,NA,NA,NA,NA,64
4,3,"Q3'09",45,333.5,4,8,2800,"3.46",95,32,21,NA,NA,16,72.7
4,3,"Q4'09",45,305,4,8,3200,"3.46",130,24,25.6,NA,NA,NA,NA
4,4,"Q1'09",45,NA,4,8,2660,"3.06",95,144,32,NA,NA,NA,75
4,3,"Q3'08",45,NA,4,NA,2130,NA,50,NA,NA,NA,NA,NA,65
4,4,"Q3'08",45,NA,2,NA,3500,NA,80,NA,NA,NA,NA,NA,61
4,4,"Q3'17",14,NA,18,36,2300,"4.3",140,512,85.3,NA,NA,48,66
4,3,"Q4'07",45,NA,4,NA,3000,NA,120,NA,NA,NA,NA,NA,63
4,4,"Q3'17",14,1440,10,20,3300,"4.5",140,512,85.3,NA,NA,48,68
4,4,"Q3'17",14,1113,8,16,3700,"4.5",140,512,85.3,NA,NA,48,70
4,4,"Q3'17",14,835,6,12,3700,"4.5",140,512,85.3,NA,NA,48,64
